Log file open, 05/27/15 10:15:13
LogInit:Display: Running engine for game: TimeManipulation
LogInit: Version: 4.7.6-2513093+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr 15 2015 12:09:54
LogInit: Compiled with Visual C++: 18.00.21005.01
LogInit: Build Configuration: Development
LogInit: Branch Name: ++depot+UE4-Releases+4.7
LogInit: Command line:  
LogInit: Base directory: C:/Program Files/Unreal Engine/4.7/Engine/Binaries/Win64/
LogInit: Rocket: 1
[2015.05.27-00.15.13:974][  0]LogTaskGraph: Started task graph with 3 named threads and 6 total threads.
[2015.05.27-00.15.25:395][  0]LogPackFactory: Content/StarterContent/Architecture/Wall_400x300.uasset (41804) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Architecture/Wall_400x300.uasset
[2015.05.27-00.15.25:398][  0]LogPackFactory: Content/StarterContent/Architecture/Wall_400x400.uasset (43426) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Architecture/Wall_400x400.uasset
[2015.05.27-00.15.25:400][  0]LogPackFactory: Content/StarterContent/Architecture/Wall_500x500.uasset (57909) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Architecture/Wall_500x500.uasset
[2015.05.27-00.15.25:403][  0]LogPackFactory: Content/StarterContent/Architecture/Wall_Door_400x300.uasset (52430) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Architecture/Wall_Door_400x300.uasset
[2015.05.27-00.15.25:406][  0]LogPackFactory: Content/StarterContent/Architecture/Wall_Door_400x400.uasset (53246) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Architecture/Wall_Door_400x400.uasset
[2015.05.27-00.15.25:408][  0]LogPackFactory: Content/StarterContent/Architecture/Wall_Window_400x300.uasset (53709) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Architecture/Wall_Window_400x300.uasset
[2015.05.27-00.15.25:411][  0]LogPackFactory: Content/StarterContent/Architecture/Wall_Window_400x400.uasset (54778) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Architecture/Wall_Window_400x400.uasset
[2015.05.27-00.15.25:415][  0]LogPackFactory: Content/StarterContent/Audio/Collapse01.uasset (348532) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Collapse01.uasset
[2015.05.27-00.15.25:418][  0]LogPackFactory: Content/StarterContent/Audio/Collapse02.uasset (346701) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Collapse02.uasset
[2015.05.27-00.15.25:422][  0]LogPackFactory: Content/StarterContent/Audio/Collapse_Cue.uasset (6113) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Collapse_Cue.uasset
[2015.05.27-00.15.25:422][  0]LogPackFactory: Content/StarterContent/Audio/Explosion01.uasset (282440) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Explosion01.uasset
[2015.05.27-00.15.25:425][  0]LogPackFactory: Content/StarterContent/Audio/Explosion02.uasset (289195) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Explosion02.uasset
[2015.05.27-00.15.25:427][  0]LogPackFactory: Content/StarterContent/Audio/Explosion_Cue.uasset (7657) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Explosion_Cue.uasset
[2015.05.27-00.15.25:430][  0]LogPackFactory: Content/StarterContent/Audio/Fire01.uasset (549696) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Fire01.uasset
[2015.05.27-00.15.25:432][  0]LogPackFactory: Content/StarterContent/Audio/Fire01_Cue.uasset (3894) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Fire01_Cue.uasset
[2015.05.27-00.15.25:435][  0]LogPackFactory: Content/StarterContent/Audio/Fire_Sparks01.uasset (796274) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Fire_Sparks01.uasset
[2015.05.27-00.15.25:437][  0]LogPackFactory: Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset (3908) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset
[2015.05.27-00.15.25:438][  0]LogPackFactory: Content/StarterContent/Audio/Light01.uasset (364532) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Light01.uasset
[2015.05.27-00.15.25:441][  0]LogPackFactory: Content/StarterContent/Audio/Light01_Cue.uasset (3852) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Light01_Cue.uasset
[2015.05.27-00.15.25:442][  0]LogPackFactory: Content/StarterContent/Audio/Light02.uasset (308156) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Light02.uasset
[2015.05.27-00.15.25:444][  0]LogPackFactory: Content/StarterContent/Audio/Light02_Cue.uasset (3852) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Light02_Cue.uasset
[2015.05.27-00.15.25:445][  0]LogPackFactory: Content/StarterContent/Audio/Smoke01.uasset (476002) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Smoke01.uasset
[2015.05.27-00.15.25:448][  0]LogPackFactory: Content/StarterContent/Audio/Smoke01_Cue.uasset (3872) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Smoke01_Cue.uasset
[2015.05.27-00.15.25:449][  0]LogPackFactory: Content/StarterContent/Audio/Starter_Background_Cue.uasset (9874) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Starter_Background_Cue.uasset
[2015.05.27-00.15.25:451][  0]LogPackFactory: Content/StarterContent/Audio/Starter_Birds01.uasset (2689459) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Starter_Birds01.uasset
[2015.05.27-00.15.25:455][  0]LogPackFactory: Content/StarterContent/Audio/Starter_Music01.uasset (8445372) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Starter_Music01.uasset
[2015.05.27-00.15.25:463][  0]LogPackFactory: Content/StarterContent/Audio/Starter_Music_Cue.uasset (3390) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Starter_Music_Cue.uasset
[2015.05.27-00.15.25:464][  0]LogPackFactory: Content/StarterContent/Audio/Starter_Wind05.uasset (2312702) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Starter_Wind05.uasset
[2015.05.27-00.15.25:468][  0]LogPackFactory: Content/StarterContent/Audio/Starter_Wind06.uasset (2195539) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Starter_Wind06.uasset
[2015.05.27-00.15.25:471][  0]LogPackFactory: Content/StarterContent/Audio/Steam01.uasset (819028) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Steam01.uasset
[2015.05.27-00.15.25:474][  0]LogPackFactory: Content/StarterContent/Audio/Steam01_Cue.uasset (3900) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Audio/Steam01_Cue.uasset
[2015.05.27-00.15.25:475][  0]LogPackFactory: Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset (1011) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset
[2015.05.27-00.15.25:477][  0]LogPackFactory: Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset (44857) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset
[2015.05.27-00.15.25:479][  0]LogPackFactory: Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset (67062) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset
[2015.05.27-00.15.25:482][  0]LogPackFactory: Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset (100458) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset
[2015.05.27-00.15.25:485][  0]LogPackFactory: Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset (75669) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset
[2015.05.27-00.15.25:487][  0]LogPackFactory: Content/StarterContent/Blueprints/Assets/Skybox.uasset (644855) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Assets/Skybox.uasset
[2015.05.27-00.15.25:490][  0]LogPackFactory: Content/StarterContent/Blueprints/Assets/SM_Arrows.uasset (520136) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Assets/SM_Arrows.uasset
[2015.05.27-00.15.25:493][  0]LogPackFactory: Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset (1506) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset
[2015.05.27-00.15.25:495][  0]LogPackFactory: Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset (66613) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset
[2015.05.27-00.15.25:497][  0]LogPackFactory: Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset (8324) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset
[2015.05.27-00.15.25:499][  0]LogPackFactory: Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset (8332) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset
[2015.05.27-00.15.25:502][  0]LogPackFactory: Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset (8346) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset
[2015.05.27-00.15.25:504][  0]LogPackFactory: Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset (8365) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset
[2015.05.27-00.15.25:507][  0]LogPackFactory: Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset (8354) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset
[2015.05.27-00.15.25:509][  0]LogPackFactory: Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset (52866) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset
[2015.05.27-00.15.25:511][  0]LogPackFactory: Content/StarterContent/Blueprints/BP_LightStudio.uasset (337416) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Blueprints/BP_LightStudio.uasset
[2015.05.27-00.15.25:514][  0]LogPackFactory: Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset (72364642) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset
[2015.05.27-00.15.25:555][  0]LogPackFactory: Content/StarterContent/Maps/Advanced_Lighting.umap (223408) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Maps/Advanced_Lighting.umap
[2015.05.27-00.15.25:558][  0]LogPackFactory: Content/StarterContent/Maps/Minimal_Default.umap (2154106) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Maps/Minimal_Default.umap
[2015.05.27-00.15.25:562][  0]LogPackFactory: Content/StarterContent/Maps/StarterMap.umap (16371806) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Maps/StarterMap.umap
[2015.05.27-00.15.25:575][  0]LogPackFactory: Content/StarterContent/Materials/M_AssetPlatform.uasset (68672) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Materials/M_AssetPlatform.uasset
[2015.05.27-00.15.25:577][  0]LogPackFactory: Content/StarterContent/Materials/M_Basic_Floor.uasset (65286) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Materials/M_Basic_Floor.uasset
[2015.05.27-00.15.25:580][  0]LogPackFactory: Content/StarterContent/Materials/M_Basic_Wall.uasset (55455) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Materials/M_Basic_Wall.uasset
[2015.05.27-00.15.25:582][  0]LogPackFactory: Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset (100568) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset
[2015.05.27-00.15.25:585][  0]LogPackFactory: Content/StarterContent/Materials/M_Brick_Clay_New.uasset (130734) -> ../../../../../../Users/shane.coates/Desktop/Heath2.0/TimeManipulationProject/TimeManipulation/Content/StarterContent/Materials/M_Brick_Clay_New.uasset
